trail,overall_rating,comment_title,ratings,comment_text
Pinellas Trail,4.5,Fantastic bike trail,5.0 of 5 bubbles,Among the best bike/walk trails I've ever seen.  Excellently maintained and popular!  AND the motorists I experienced at cross-streets were AWARE and careful for riders.  I especially noted the 'emergency location markers' which can be used to quickly tell 911 where you are. A EXCELLENT feature. I only wish I'd been on MY bike versus the loaner I had.  I just may have to go back for a bike weekend with mine.
Pinellas Trail,4.5,What a wonderful amenity!!,5.0 of 5 bubbles,"It is so wonderful to have this trail.  It runs right through downtown Dunedin and you can go for miles north and south.  You can walk and cycle.  There are bike rental companies on the trail -- we like Kafe Racer, which I will review separately.  The trail has both sun and shade, but because we were there in January, it was very pleasant.  Economic development has grown around the trail, so there are nice pubs and restaurants where you can watch the activity on the trail.  It is very well maintained.  We use it every day of our vacation in Dunedin."
Pinellas Trail,4.5,"Wednesday, January 8th trail bike ride.",5.0 of 5 bubbles,"My wife and I started our bike ride from Clearwater Beach.  We rented E-Bikes in Clearwater Beach.  We rode North from Clearwater Beach to Tarpon Springs.  We very much enjoyed our ride and felt very safe on the trail.  The trail was well marked.  There was a lot of stop and go riding, with a lot of intersections and stop signs to deal with on the trail.  It seemed like most of the intersections with the roads were 4 way stops.  It was a fun ride for us, and for us visitors, the scenery was especially fun.  Both Tarpon Springs, and Dunedin, were fun stops.  We would absolutely visit the Pinellas Trail again, probably try going south from Clearwater Beach next time."
St. Mary's Glacier,4.5,$5 parking for filthy restrooms,2.0 of 5 bubbles,"We came here more for the hike than the lake, and decided as locals that there are far less crowded places to hike where the parking is free and the restrooms are clean.  The signs indicate that there is no street parking and that the $5 parking lot is on private land. There was a row of filthy portable toilets full to the top and infested with flies. Many had bags of trash inside them because there are no trash receptacles provided. The parking lot was full on a Monday, with cars circling and waiting for spots. So what is the ""private owner"" doing with the parking revenue? Perhaps a few calls to the county (Clear Creek) health department might urge them to put some of that income towards servicing the bathrooms and providing trash receptacles......just a thought."
St. Mary's Glacier,4.5,A must do trail!,5.0 of 5 bubbles,"Parking was 5$. Cash only. There were plenty of spots available. We did the hike on a Tuesday afternoon. There were many people there and made the trail crowded. It is a steep, rocky walk up. The view at the top made it well worth it. There is a lot of room around the lake and glacier area, so it didn’t feel as crowded as the trail was. There is a short hike from the lake right up to the glacier. Excellent picture opportunity. Our kids enjoyed climbing around the rocks, touching the glacier, and stepping into the cool lake. "
St. Mary's Glacier,4.5,A Great Short Hike to an Alpine Glacier,5.0 of 5 bubbles,"This is a terrific short trip from Denver into the mountains to hike up to see an Alpine Glacier and glacial lake.  It's about a 1 hr. drive from Denver to reach the trailhead, with self-parking available for $5 (honor system). Then, with a moderately strenuous hike (1.5 mile round-trip)  further up the mountain, one arrives to enjoy the beauty of the glacier, lake and surrounding mountain terrain.  You can actually walk around the small lake and climb onto the glacier. Plus... the drive up into the mountains is itself stunning."
St. Mary's Glacier,4.5,Beautiful Mountain Hike,5.0 of 5 bubbles,"Beautiful drive up and back, and trailhead had ample parking plus toilets.   Hike is not easy, as it is a decent climb and since the ""trail"" is up the glacial moraine it is quite rocky. Wear good hiking shoes.   Trail is not well marked, but as long as you stay on the moraine you make it to the lake with no problem.   Not for strollers.   Lake was beautiful, and the hike crosses a nice bridge to continue up and around the lake to the glacier.  The actual glacier cannot be seen from the lake, you have to hike up the rather loose moraine to the northwest and climb over the ridge to see the glacier. We were there in mid October and the glacier was quite small.  But well worth the hike!"
St. Mary's Glacier,4.5,Beautiful spot,5.0 of 5 bubbles,"Such a beautiful place, beautiful lake, surrounded by rocks and vegetation which was changing their colors in the end of September."
St. Mary's Glacier,4.5,Steep but gorgeous views,4.0 of 5 bubbles,"This is a short walk but don’t be fooled it is steep, rocky, and at high altitiude so it’s not easy.   The parking fee is now $20 - we were staying locally so not a problem for us.  The views around the lake area are really lovely but you might be sharing it with a number of other people.   I confess I only got to the bottom of the snow patch but still felt it was worth the climb."
St. Mary's Glacier,4.5,Great beautiful hike for a family,5.0 of 5 bubbles,"We were so happy we found this place.  The hike was not overly difficult, and the payoff at the top was more than worth the hike.  The lake was gorgeous and the kids getting to play in the snow was priceless.  Our kids are 6, 8, and 11.  They had a blast.  We saw other kids as young as 4 make the hike, though that may be a stretch for a little one."
St. Mary's Glacier,4.5,Breathtaking!,5.0 of 5 bubbles,"this trail was amazing! the end view of the glacier was spectacular & breathtaking. The trail was filled with families which was comforting. (especially the dogs) 10/10 would recommend, keep in mind the trail is very rocky at the beginning."
St. Mary's Glacier,4.5,Prettiest spot ever,5.0 of 5 bubbles,"This was worth the rocky, not always well marked trail. It was so beautiful.  I was worried it would be crowded with all the people walking the trail with us, but there was plenty of room to spread out.  Be sure you have $5 in cash to pay parking and a pen to fill out your parking info."
St. Mary's Glacier,4.5,Absolutely stunning trail,5.0 of 5 bubbles,"After reading many reviews online of hikes near the Denver area, I chose this one due to the overwhelming positive reviews and photos. Photos do not do it justice, it is absolutely gorgeous in person. "
Windows,4.5,Make Sure to Include Walking the Primitive Trail for Great Views,5.0 of 5 bubbles,"Arrived in the early morning 30 minutes after sunrise to avoid the crowds that build here throughout the day given the easy accessibility with a short easy walk from the parking lot. Sun was still low in the sky making for cool views of North Window. What really made the experience was walking the primitive trail from just beyond South Window which loops around the back side of the arches providing outstanding views of both North And South Window especially in the early morning light and explaining why The Spectacles are a good nickname.  The primitive trail was a bit difficult to find but once on it, I could easily follow the rock cairns. I was the only one walking the trail on an early Monday morning in late August. Made the whole experience pretty special."
