Name,Coords,Distance,Avg time,Climb,Descent,Activities,Riding Area,Difficulty Rating,Local Popularity,Altitude start,Altitude end,Grade
Little-Lake Sherwood Trail,"(39.378810, -123.690800)",1.2 miles,00:09:12,45 ft,-784 ft,Mountain Bike Hike Trail Running,"Mendocino
, California",Blue rate,20 in Mountain Biking [+],858 ft,118 ft,-11.532%
Littlejohn Connector,"(39.147448, -120.167062)",845 ft,00:01:34,61 ft,-2 ft,Mountain Bike Hike Trail Running,"Paige Meadows
Tahoe City, California",Green rate,35 in Mountain Biking [+],"6,924 ft","6,983 ft",7.024%
Litton Trail,"(39.231230, -121.058970)",1.9 miles,00:12:55,194 ft,-60 ft,Mountain Bike E-Bike Hike Trail Running,"Grass Valley
, California",White rate,60 in Mountain Biking [+],"2,703 ft","2,838 ft",1.3%
Litton Trail,"(39.238000, -121.048630)","1,864 ft",00:01:26,NA,-58 ft,Mountain Bike E-Bike Hike Trail Running,"Grass Valley
, California",White rate,40 in Mountain Biking [+],"2,759 ft","2,700 ft",-3.1%
Live Oak,"(38.433485, -122.634333)","4,285 ft",00:07:06,86 ft,-163 ft,Mountain Bike Horse Hike Trail Running,"Annadel State Park
Santa Rosa, California",Blue rate,80 in Mountain Biking [+],836 ft,758 ft,-1.8%
Live Oak,"(37.730810, -122.091944)","4,709 ft",00:17:37,519 ft,-42 ft,Mountain Bike Hike Trail Running,"Anthony Chabot Regional Park
Castro Valley, California",Blue rate,70 in Mountain Biking [+],234 ft,711 ft,10.138%
Live Oak,"(39.786750, -121.753095)","2,297 ft",00:06:32,NA,-474 ft,Mountain Bike E-Bike Hike Trail Running,"Upper Bidwell Park
Chico, California",Double Black Diamond rate,25 in Mountain Biking [+],"1,068 ft",594 ft,-20.643%
Live Oak,"(36.505958, -121.774371)","2,083 ft",00:04:46,118 ft,-111 ft,Hike Mountain Bike Trail Running,"Garland Ranch Regional Park
Carmel Valley, California",Green rate,95 in Mountain Biking [+],430 ft,437 ft,0.311%
Live Oak (Creek Crossing),"(33.649450, -117.603520)",930 ft,00:01:06,29 ft,-4 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Green rate,70 in Mountain Biking [+],893 ft,917 ft,2.651%
Live Oak (Monastery to Vista),"(33.670990, -117.608670)","2,206 ft",00:05:10,170 ft,-6 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Blue rate,80 in Mountain Biking [+],"1,274 ft","1,438 ft",7.43%
Live Oak (Vista to Coyote),"(33.662120, -117.606990)","2,123 ft",00:05:11,150 ft,-40 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Green rate,90 in Mountain Biking [+],"1,313 ft","1,423 ft",5.183%
Live Oak Connector,"(35.341521, -120.821469)",542 ft,00:00:22,59 ft,-7 ft,Mountain Bike Hike Trail Running,"Morro Bay State Park
morro bay, California",Blue rate,100 in Mountain Biking [+],41 ft,93 ft,9.661%
Live Oak Loop,"(37.611450, -121.925540)",4.8 miles,NA,145 ft,-125 ft,Mountain Bike Hike Trail Running,"sunol
, California",Green rate,5 in Mountain Biking [+],959 ft,978 ft,0.1%
Live Oak Nature Trail,"(37.607800, -122.424900)","3,661 ft",00:06:03,11 ft,-158 ft,Hike Trail Running,"Junipero Serra Park
San Bruno, California",Blue rate,90 in Hiking [+],260 ft,112 ft,-4.1%
Live Oak Nature Trail Loop,"(37.610080, -122.425370)","1,581 ft",00:03:09,NA,-33 ft,Hike Trail Running,"Junipero Serra Park
San Bruno, California",Blue rate,60 in Hiking [+],217 ft,184 ft,-2%
Live Oak Spring,"(37.136301, -121.414734)","2,590 ft",00:15:10,110 ft,-120 ft,Mountain Bike E-Bike Hike Trail Running,"Henry W. Coe State Park
Morgan Hill, California",Blue rate,85 in Mountain Biking [+],"2,012 ft","2,002 ft",-0.375%
Live Oak Spring Road,"(37.129939, -121.414409)",1.6 miles,00:07:35,141 ft,-421 ft,Mountain Bike E-Bike Hike Trail Running,"Henry W. Coe State Park
Morgan Hill, California",Green rate,90 in Mountain Biking [+],"2,323 ft","2,043 ft",-3.256%
Live Oak Trail,"(37.923670, -122.302810)","1,674 ft",00:04:06,57 ft,-151 ft,Mountain Bike Hike Trail Running,"El Cerrito
, California",Blue rate,65 in Mountain Biking [+],356 ft,262 ft,-5.626%
Live Oak Trail,"(33.679380, -117.646740)","2,283 ft",00:01:45,20 ft,-63 ft,Mountain Bike Horse Hike Trail Running,"Whiting Ranch Wilderness Park
Lake Forest, California",Green rate,100 in Mountain Biking [+],890 ft,848 ft,NA
Live Oak Trail,"(37.467280, -122.286090)","2,946 ft",00:04:07,95 ft,-114 ft,Hike Horse Trail Running,"San Carlos
, California",Green rate,80 in Hiking [+],766 ft,748 ft,-0.6%
Live Oak Trail,"(35.346730, -120.825220)","4,619 ft",00:06:51,264 ft,-47 ft,Mountain Bike Hike Trail Running,"Morro Bay State Park
morro bay, California",Blue rate,30 in Mountain Biking [+],41 ft,259 ft,4.7%
Live Oak Trail (Coyote Canyon to pavement),"(33.655050, -117.603200)","5,029 ft",00:13:31,370 ft,-60 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Blue rate,95 in Mountain Biking [+],"1,013 ft","1,323 ft",6.153%
Live Oak Trail (Mesa Section),"(33.647900, -117.600420)","4,696 ft",00:08:14,120 ft,-3 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Green rate,90 in Mountain Biking [+],995 ft,"1,112 ft",2.495%
Live Oak Trail (ST to Arroyo Trabuco Trail),"(33.654800, -117.603510)","1,746 ft",00:03:17,62 ft,-150 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Blue rate,80 in Mountain Biking [+],"1,010 ft",922 ft,-5.054%
Live Oak Trail (Tunnel to Meadow Ridge),"(33.674780, -117.622810)","1,474 ft",00:01:44,70 ft,-39 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Green rate,80 in Mountain Biking [+],"1,020 ft","1,051 ft",2.082%
Live Oak Trail (Whiting/O'Neill Connector),"(33.670990, -117.608670)",1.5 miles,00:08:41,169 ft,-426 ft,Mountain Bike Hike Trail Running,"O'Neill Regional Park
Mission Viejo, California",Blue rate,75 in Mountain Biking [+],"1,272 ft","1,014 ft",-3.157%
Liz's Loop Trail,"(34.194330, -118.206390)","1,991 ft",00:04:28,93 ft,NA,Mountain Bike Hike Trail Running,"San Rafael Hills
La Canada Flintridge, California",Blue rate,100 in Mountain Biking [+],"1,471 ft","1,565 ft",4.7%
Lizard Connector,"(33.082430, -117.219830)","1,378 ft",00:04:29,97 ft,-59 ft,Mountain Bike Hike Trail Running,"Rancho La Costa Preserve
Encinitas, California",Blue rate,95 in Mountain Biking [+],526 ft,564 ft,2.8%
Lizard Pass,"(37.557460, -122.095760)",679 ft,00:00:21,NA,-38 ft,Hike Trail Running,"San Francisco Bay Area
Union City, California",Green rate,NA,62 ft,23 ft,-5.5%
Lizard Rock,"(34.214780, -118.921350)",1.2 miles,00:19:10,615 ft,-133 ft,Mountain Bike Hike Trail Running,"Los Angeles County
California",Blue rate,NA,335 ft,816 ft,7.844%
Lizard Rock South,"(37.557630, -122.093460)","1,004 ft",00:00:27,12 ft,-12 ft,Hike Trail Running,"Coyote Hills Regional Park
Newark, California",Green rate,90 in Hiking [+],18 ft,20 ft,0.1%
Lizard Rock Trail,"(37.556810, -122.090460)","1,227 ft",00:01:11,16 ft,NA,Hike Mountain Bike Trail Running,"Coyote Hills Regional Park
Newark, California",Green rate,95 in Mountain Biking [+],14 ft,30 ft,1.4%
Lizard Shortcut,"(33.086660, -117.213540)",653 ft,00:01:35,NA,-52 ft,Mountain Bike Hike Trail Running,"Rancho La Costa Preserve
Encinitas, California",Green rate,50 in Mountain Biking [+],999 ft,945 ft,-8%
Lizards,"(33.598590, -117.792660)",1.1 miles,00:08:37,10 ft,-323 ft,Mountain Bike Horse Hike Trail Running,"Laguna Coast Wilderness Park
Laguna Beach, California",Blue rate,100 in Mountain Biking [+],905 ft,591 ft,-5.2%
Lloyd Lake Loop,"(37.771060, -122.481220)",689 ft,00:01:08,NA,-6 ft,Mountain Bike Hike Trail Running,"Golden Gate Park
San Francisco, California",Green rate,80 in Mountain Biking [+],201 ft,194 ft,-1%
Lloyd's Loop,"(39.383589, -120.135455)",2.8 miles,00:50:10,618 ft,-661 ft,Dirtbike/Moto Mountain Bike E-Bike Hike Trail Running,"Prosser Hill
Truckee, California",Black Diamond rate,15 in Mountain Biking [+],"5,805 ft","5,763 ft",-0.291%
LLULT Alt.,"(35.268080, -120.685850)",351 ft,00:02:33,28 ft,NA,Mountain Bike Hike Trail Running,"Madonna Mountain (Cerro San Luis)
San Luis Obispo, California",Green rate,30 in Mountain Biking [+],140 ft,168 ft,7.969%
Lo Flow,"(40.455618, -120.668667)","3,450 ft",00:04:24,38 ft,-114 ft,Mountain Bike Hike Trail Running,"Susanville Ranch Park
Susanville, California",Blue rate,60 in Mountain Biking [+],"4,997 ft","4,920 ft",-2.223%
Lo Go,"(40.449400, -120.663470)","3,199 ft",00:06:36,106 ft,-59 ft,Mountain Bike Hike Trail Running,"Susanville Ranch Park
Susanville, California",Blue rate,95 in Mountain Biking [+],"4,938 ft","4,984 ft",1.5%
Lob Hill,"(39.157790, -120.152820)","1,291 ft",00:02:30,85 ft,-13 ft,Mountain Bike Hike Trail Running,"Paige Meadows
Tahoe City, California",Green rate,70 in Mountain Biking [+],"6,309 ft","6,382 ft",5.592%
Lobos Creek Valley Trail,"(37.788520, -122.482030)","2,762 ft",00:08:03,120 ft,NA,Mountain Bike Hike Trail Running,"The Presidio of San Francisco
San Francisco, California",Green rate,20 in Mountain Biking [+],67 ft,187 ft,4.3%
Loch Leven,"(34.105110, -116.990270)",4.9 miles,01:04:05,"2,309 ft",-799 ft,Mountain Bike Hike Trail Running,"Angelus Oaks
, California",Blue rate,90 in Mountain Biking [+],"4,020 ft","5,530 ft",5.832%
Loch Leven Lakes Trail,"(39.281010, -120.504490)","3,786 ft",01:00:14,102 ft,-11 ft,Hike Trail Running,"Truckee
, California",Green rate,95 in Hiking [+],"6,780 ft","6,870 ft",2.4%
Loch Leven Trail #13E19,"(39.281010, -120.504490)",3.2 miles,01:26:24,227 ft,"-1,210 ft",Hike Horse Trail Running,"Yuba Gap
California",Blue rate,100 in Hiking [+],"6,782 ft","5,801 ft",-5.8%
Loch Trail,"(37.120877, -122.060792)",1.1 miles,NA,158 ft,-180 ft,"Hike Trail Running
Mountain Biking not recommended or allowed.","Loch Lomond Recreation Area
Santa Cruz, California",Green rate,NA,603 ft,584 ft,-0.3%
Lockwood Creek Road 8N121,"(34.733980, -119.039620)",2.3 miles,00:22:05,355 ft,-63 ft,ATV/ORV/OHV Mountain Bike E-Bike Hike Trail Running Dirtbike/Moto,"Frazier Mountain
Frazier park, California",Secondary Access Road/Trail rate,5 in Mountain Biking [+],"4,840 ft","5,131 ft",2.4%
Lockwood Trail #127,"(34.700000, -119.000470)",8.0 miles,NA,"2,490 ft","-1,973 ft",ATV/ORV/OHV Mountain Bike E-Bike Hike Trail Running Dirtbike/Moto,"Frazier Mountain
Frazier park, California",Secondary Access Road/Trail rate,5 in Mountain Biking [+],"4,298 ft","4,816 ft",1.2%
Lodato Loop Trail,"(37.051660, -122.006880)","4,039 ft",NA,279 ft,-247 ft,Hike Trail Running,"Scotts Valley
, California",Green rate,85 in Hiking [+],697 ft,728 ft,0.8%
Lodato Loop Trail,"(37.052750, -122.007650)","1,506 ft",NA,88 ft,-5 ft,Hike Trail Running,"Scotts Valley
, California",Green rate,100 in Hiking [+],604 ft,686 ft,5.4%
Lodgepole Trail,"(38.483810, -120.019220)","3,429 ft",00:05:16,34 ft,-248 ft,Mountain Bike Hike Trail Running,"Bear Valley
, California",Blue rate,60 in Mountain Biking [+],"7,548 ft","7,334 ft",-6.238%
Lodgepole-Sherman Tree Trail,"(36.604510, -118.726050)",2.5 miles,00:31:32,483 ft,-271 ft,Hike Trail Running,"Sequoia National Park
Three Rivers, California",Green rate,85 in Hiking [+],"6,751 ft","6,962 ft",1.6%
Lodi Lake Wilderness Trail,"(38.148550, -121.291800)","3,389 ft",NA,NA,NA,Mountain Bike Hike Trail Running,"Stockton
, California",Green rate,NA,44 ft,46 ft,NA
Lodi Lake Wilderness Trail,"(38.152730, -121.286600)","4,836 ft",NA,NA,NA,Mountain Bike Hike Trail Running,"Stockton
, California",Green rate,NA,45 ft,46 ft,NA
Log Cabin to Lincoln Trail,"(37.804330, -122.473460)","1,014 ft",NA,6 ft,-17 ft,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,5 in Mountain Biking [+],209 ft,197 ft,-1.1%
Log CP #18,"(39.306650, -122.927310)","3,974 ft",00:04:20,192 ft,-109 ft,Mountain Bike E-Bike Hike Trail Running,"Mendocino National Forest
Ukiah, California",Green rate,80 in Mountain Biking [+],"3,254 ft","3,337 ft",2.097%
Log Meadow Loop,"(36.554190, -118.747020)",1.0 mile,NA,186 ft,-80 ft,Hike Trail Running,"Sequoia National Park
Three Rivers, California",Green rate,75 in Hiking [+],"6,729 ft","6,834 ft",2%
Logan Shoals Vista Trail,"(39.057740, -119.942820)",463 ft,00:00:59,NA,-7 ft,Hike Trail Running,"South Lake Tahoe
, California",Green rate,80 in Hiking [+],"6,393 ft","6,385 ft",-1.7%
Logan's Run,"(34.482510, -118.589000)","2,405 ft",00:02:24,NA,-52 ft,Mountain Bike Hike Trail Running,"Tapia Canyon
Castaic, California",Green rate,95 in Mountain Biking [+],"1,262 ft","1,207 ft",-2.3%
Logging Camp,"(40.583380, -122.551450)","2,231 ft",00:10:52,105 ft,-197 ft,Mountain Bike Hike Trail Running,"Whiskeytown
Redding, California",Blue rate,5 in Mountain Biking [+],"1,051 ft",959 ft,-4.115%
Logging Rd,"(34.379370, -117.726840)",2.3 miles,00:24:36,170 ft,"-1,067 ft",Mountain Bike E-Bike Hike,"San Gabriel Mountains (Wrightwood area)
Wrightwood, California",Blue rate,90 in Mountain Biking [+],"7,332 ft","6,434 ft",-7.5%
Loghmani Landing,"(37.524720, -122.317740)",961 ft,00:09:15,NA,-282 ft,Hike Trail Running,"Sugarloaf Mountain
Belmont, California",Black Diamond rate,5 in Hiking [+],472 ft,190 ft,-29.3%
Logpile,"(33.721578, -116.702410)",1.2 miles,00:08:56,140 ft,-341 ft,Mountain Bike Hike Trail Running,"May Valley Trails
Idyllwild - Pine Cove, California",Blue rate,50 in Mountain Biking [+],"5,665 ft","5,464 ft",-3.175%
LoJack,"(37.417960, -119.533520)","4,662 ft",00:08:33,3 ft,-576 ft,Mountain Bike Hike Trail Running,"Bass Lake
, California",Black Diamond rate,85 in Mountain Biking [+],"6,177 ft","5,604 ft",-12.3%
Lollipop Trail,"(41.334480, -122.308170)","3,091 ft",00:04:24,74 ft,-29 ft,Mountain Bike Hike Trail Running,"The Gateway Trail System
Mount Shasta, California",White rate,25 in Mountain Biking [+],"3,932 ft","3,976 ft",1.5%
Loma Linda Ridge Run,"(34.025280, -117.245490)",1.4 miles,00:09:36,90 ft,-488 ft,Mountain Bike Hike Trail Running,"South Hills Preserve
Loma Linda, California",Blue rate,55 in Mountain Biking [+],"1,939 ft","1,540 ft",-5.471%
Loma Prieta Grade,"(37.043790, -121.900760)",3.3 miles,01:03:58,444 ft,-768 ft,Hike Trail Running,"Nisene Marks State Park
Aptos, California",Green rate,65 in Hiking [+],566 ft,243 ft,-1.8%
Loma Rica East,"(39.231220, -121.011570)",1.7 miles,00:22:46,246 ft,-446 ft,Mountain Bike Hike Trail Running,"Empire Mine
Nevada City, California",Blue rate,95 in Mountain Biking [+],"2,935 ft","2,736 ft",-2.2%
Loma Rica Loop #1,"(39.231216, -121.016692)",1.3 miles,00:10:31,416 ft,-390 ft,Mountain Bike Hike Trail Running,"Empire Mine
Nevada City, California",Blue rate,90 in Mountain Biking [+],"2,887 ft","2,914 ft",0.377%
Loma Rica Race Starting Climb,"(39.228370, -121.015500)","4,554 ft",00:06:33,205 ft,-58 ft,Mountain Bike Hike Trail Running,"Grass Valley
, California",Blue rate,95 in Mountain Biking [+],"2,698 ft","2,844 ft",3.2%
Loma Ridge,"(33.765880, -117.744650)",4.5 miles,NA,847 ft,-956 ft,Mountain Bike Horse Hike Trail Running,"Irvine Ranch Open Space
Irvine, California",Black Diamond rate,5 in Mountain Biking [+],"1,270 ft","1,155 ft",-0.5%
Loma Ridge (Box Springs),"(33.717250, -117.672770)",3.8 miles,NA,692 ft,-831 ft,Mountain Bike Horse Hike Trail Running,"Irvine Ranch Open Space
Irvine, California",Black Diamond rate,65 in Mountain Biking [+],"1,294 ft","1,155 ft",-0.7%
Loma Vista,"(37.218870, -122.011050)","4,767 ft",NA,NA,-489 ft,Mountain Bike Hike Trail Running,"St. Joseph's Hill Open Space Preserve
Los Gatos, California",Blue rate,10 in Mountain Biking [+],"1,893 ft","1,404 ft",-10.2%
Lomas Verde Trail - East,"(33.036750, -117.031760)","1,900 ft",00:12:05,209 ft,NA,Mountain Bike E-Bike Horse Hike Trail Running,"Ted Williams
Poway, California",Blue rate,35 in Mountain Biking [+],444 ft,653 ft,11%
Lombard / Letterman Connector,"(37.797550, -122.448990)",741 ft,00:00:23,NA,-10 ft,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,100 in Mountain Biking [+],80 ft,69 ft,-1.7%
Lombard / Letterman Connector (East),"(37.797920, -122.449620)",400 ft,00:00:19,NA,NA,Mountain Bike Hike Trail Running,"San Francisco
, California",Green rate,85 in Mountain Biking [+],67 ft,66 ft,-0.2%
Lombard Street Stairs (North),"(37.802090, -122.419550)",433 ft,00:00:42,NA,-75 ft,Hike Trail Running,"San Francisco
, California",Green rate,95 in Hiking [+],269 ft,194 ft,-17.5%
Lombard Street Stairs (South),"(37.801930, -122.419520)",430 ft,00:00:45,NA,-63 ft,Hike Trail Running,"San Francisco
, California",Green rate,95 in Hiking [+],253 ft,190 ft,-14.6%
Lombard Street Trail (East),"(37.802280, -122.418090)",56 ft,NA,NA,NA,Hike Trail Running,"San Francisco
, California",Green rate,5 in Hiking [+],175 ft,174 ft,NA
Lombard Street Trail (West),"(37.802090, -122.419550)",59 ft,00:06:50,NA,NA,Hike Trail Running,"San Francisco
, California",Green rate,5 in Hiking [+],281 ft,282 ft,NA
Lone Indian Connector,"(38.904856, -119.973434)",1.3 miles,00:34:27,38 ft,-10 ft,Mountain Bike Horse Hike Trail Running,"Hartoonian Trails
South Lake Tahoe, California",Green rate,40 in Mountain Biking [+],"6,330 ft","6,357 ft",0.393%
Lone Oak,"(34.823730, -120.344840)","4,557 ft",00:06:16,55 ft,-193 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Los Flores Ranch Park
Orcutt, California",Green rate,50 in Mountain Biking [+],"1,212 ft","1,073 ft",-3.1%
Lone Oak Vista,"(34.823490, -120.345320)","1,381 ft",00:01:18,12 ft,-37 ft,Mountain Bike E-Bike Horse Hike Trail Running,"Los Flores Ranch Park
Orcutt, California",Green rate,50 in Mountain Biking [+],"1,199 ft","1,175 ft",-1.8%
Lone Oak Bypass,"(35.151700, -120.648770)","1,036 ft",00:01:08,NA,-33 ft,Mountain Bike Hike Trail Running,"Pismo Preserve
pismo beach, California",Blue rate,45 in Mountain Biking [+],387 ft,354 ft,-3.218%
Lone Oak Loop,"(35.154230, -120.642760)",2.2 miles,00:10:00,371 ft,-371 ft,Mountain Bike Hike Trail Running,"Pismo Preserve
pismo beach, California",Blue rate,40 in Mountain Biking [+],487 ft,487 ft,-0.002%
Lone Pine,"(34.227452, -117.035165)","1,971 ft",00:04:07,176 ft,NA,Mountain Bike Hike Trail Running,"Rim Nordic
Big Bear, California",Blue rate,75 in Mountain Biking [+],"6,763 ft","6,938 ft",8.908%
Lone Pine,"(38.567330, -122.413540)","1,492 ft",00:02:46,56 ft,-22 ft,Mountain Bike Hike Trail Running,"Pacific Union College Forest
Angwin, California",Green rate,30 in Mountain Biking [+],"1,768 ft","1,801 ft",2.243%
Lone Pine Creek Trail,"(36.583950, -118.597870)",1.9 miles,NA,"1,100 ft",-22 ft,Hike Trail Running,"Case Mountain
Three Rivers, California",Blue rate,5 in Hiking [+],"8,158 ft","9,236 ft",10.6%
Lone Pine Trail,"(36.752190, -118.956910)",2.0 miles,NA,103 ft,-503 ft,Hike Trail Running Snowshoe,"Northern Sequoia National Forest
Kernville, California",Green rate,5 in Hiking [+],"6,823 ft","6,424 ft",-3.7%
Lone Pine Vista,"(33.795560, -117.744750)","1,204 ft",00:01:48,51 ft,NA,Hike Mountain Bike Horse Trail Running,"Irvine Regional Park
Orange, California",Green rate,50 in Mountain Biking [+],603 ft,653 ft,4.2%
Lone Pine/Loco,"(38.944140, -122.909560)",1.8 miles,00:28:14,490 ft,-494 ft,Mountain Bike Hike Trail Running,"Highland Springs Recreation Area
Lakeport, California",Blue rate,60 in Mountain Biking [+],"1,538 ft","1,535 ft",-0%
Lone Pine/Loco Access,"(38.943350, -122.909340)",305 ft,NA,21 ft,NA,Mountain Bike Hike Trail Running,"Highland Springs Recreation Area
Lakeport, California",Blue rate,5 in Mountain Biking [+],"1,502 ft","1,522 ft",7%
Lone Tree Road,"(39.187900, -120.223930)","5,010 ft",00:06:28,9 ft,-466 ft,Mountain Bike Horse Hike Trail Running,"Olympic Valley
, California",Secondary Access Road/Trail rate,60 in Mountain Biking [+],"7,334 ft","6,877 ft",-9.1%
Lone Tree Trail,"(34.209040, -118.106340)",1.4 miles,00:32:48,NA,"-1,918 ft",Mountain Bike Hike Trail Running,"Altadena
, California",Black Diamond rate,55 in Mountain Biking [+],"3,650 ft","1,732 ft",-26.2%
Lonely Aqueduct Trail,"(32.936190, -117.118040)",632 ft,00:01:18,NA,-78 ft,Mountain Bike E-Bike Hike Trail Running,"Los Peñasquitos Canyon
San Diego, California",Green rate,15 in Mountain Biking [+],748 ft,670 ft,-12.35%
Lonely Trail,"(37.434220, -122.316770)",1.6 miles,00:16:35,20 ft,-855 ft,"Hike Trail Running
Mountain Biking not recommended or allowed.","Woodside
, California",Blue rate,NA,"2,011 ft","1,175 ft",-9.8%
Loney Meadow,"(39.421670, -120.650091)",1.5 miles,00:09:01,111 ft,-112 ft,Mountain Bike Hike Trail Running,"Grouse Ridge
Nevada City, California",Green rate,25 in Mountain Biking [+],"6,007 ft","6,007 ft",NA
